CNPJ,Razão Social,Nome Fantasia,Categoria,Unidade,Unidade Executora,Proposta,Porte,Condição de Pagamento,Emissão,Status,Valor total,Natureza Produto,Ano
18593815000278,Priner Servicos Industriais S.A,Priner,Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Priner Pvc,4. Micro,Boleto - Dia 5,2025-01-24,Cancelada,1708.8,Segurança Do Trabalho,2025
10811677000163,Tambaqui Empreendimentos Hoteleiros Ltda,Tambaqui Empreendimentos Hoteleiros Ltda,Não Indústria,Cambona,Cambona,Negocio 10.811.677/0001-63 - Tambaqui Empreendimentos Hotel,3. Pequeno,Boleto - Dia 25,2025-01-23,Aceita,1710.0,Segurança Do Trabalho,2025
1182834000128,Reis & Gomes Ltda,Reis & Gomes Ltda,Não Indústria,Cambona,Cambona,Saude E Seguranca - Reis & Gomes Ltda (renovacao),4. Micro,Boleto - Dia 25,2025-01-21,Aceita,2335.919999999999,Segurança Do Trabalho,2025
1774589000148,Mestre Cuca Restaurante Ltda,Mestre Cuca,Não Indústria,Cambona,Cambona,Saude E Seguranca - Mestre Cuca Restaurante Ltda (renovacao),3. Pequeno,Boleto - Dia 15,2025-01-21,Aceita,3108.9599999999996,Segurança Do Trabalho,2025
1839841000150,Gelbanise Oliveira De Almeida,A Bicicleta,Não Indústria,Cambona,Cambona,Saude E Seguranca - Gelbanise Oliveira De Almeida (renovacao),4. Micro,Boleto - Dia 20,2025-01-21,Aceita,2421.600000000001,Segurança Do Trabalho,2025
2644422000125,Marcogram Comercio De Marmores E Granitos Ltda,Mmg Marmores E Granitos,Não Indústria,Tabuleiro,Tabuleiro,Medicoes - Marcogram Comercio De Marmores E Granitos Ltda,4. Micro,Boleto - Dia 25,2025-01-21,Aceita,2227.39,Segurança Do Trabalho,2025
2833384000159,M N M Amaral,Laticinio Amaral,Indústria,Arapiraca,Arapiraca,Combo Sst - Laticinio Amaral,4. Micro,Boleto - Dia 25,2025-01-21,Cancelada,4532.499999999996,Segurança Do Trabalho,2025
22195075000108,Mundial Granitos E Marmores Ltda,Mundial Granitos E Marmores,Indústria,Tabuleiro,Tabuleiro,Sst - Mundial Granitos E Marmores Ltda,4. Micro,Boleto - Dia 25,2025-01-21,Cancelada,3747.5,Segurança Do Trabalho,2025
23619452000151,Maucon Empreendimentos Ltda,Flix Hotel,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Flix Hotel,3. Pequeno,Boleto - Dia 25,2025-01-21,Aceita,1800.0,Segurança Do Trabalho,2025
23856827000105,"Pontes, Marinho E Vasconcellos Advogados",P M V Advogados,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - P M V Advogados,4. Micro,Boleto - Dia 15,2025-01-21,Aceita,3195.1200000000017,Segurança Do Trabalho,2025
27446620000105,Byze Comercio E Servicos Ltda,Byze,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Byze,4. Micro,Boleto - Dia 15,2025-01-21,Aceita,3195.1200000000017,Segurança Do Trabalho,2025
44586624000108,Fluxus Servicos Medicos Ltda,Fluxus,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Fluxus,4. Micro,Boleto - Dia 25,2025-01-21,Aceita,3600.0,Segurança Do Trabalho,2025
50269736000138,Panetutti Casa De Lanches Ltda,Arretado Da Terra,Não Indústria,Cambona,Cambona,Saude E Seguranca - Panetutti Casa De Lanches Ltda (renovacao),3. Pequeno,Boleto - Dia 15,2025-01-21,Cancelada,3883.919999999999,Segurança Do Trabalho,2025
1899414000167,Mecbrun-Industria E Comercio Ltda,Mecbrun Industrial,Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Mecbrun,3. Pequeno,Boleto - Dia 5,2025-01-20,Aceita,3210.1800000000003,Segurança Do Trabalho,2025
8623589000196,J Jakson P Da Silva,Mel De Abelha Apis Melifera Puro O Cortico,Não Indústria,Tabuleiro,Tabuleiro,Sst - J Jackson P Da Silva - Mel O Cortico,4. Micro,Boleto - Dia 25,2025-01-20,Cancelada,890.4000000000003,Segurança Do Trabalho,2025
10756907000139,Pneuman Comercio & Servicos Ltda,Pneuman,Indústria,Tabuleiro,Tabuleiro,Sst - Pneuman Comercio E Servicos Ltda,4. Micro,Boleto - Dia 25,2025-01-20,Cancelada,4505.04,Segurança Do Trabalho,2025
30871646000105,Ortouro Servicos Medicos Ltda,Ortouro,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Ortouro,4. Micro,Boleto - Dia 25,2025-01-20,Aceita,3562.319999999999,Segurança Do Trabalho,2025
36359686000230,"Le Mix Brasil Preparacao De Massa, Argamassa E Concreto Ltda","Le Mix Brasil Preparacao De Massa, Argamassa E Concreto Ltda",Indústria,Tabuleiro,Tabuleiro,"Educacao Corporativa - Teatro - Le Mix Preparacao De Massa, Argamassa E Concreto Ltda",3. Pequeno,Boleto - Dia 20,2025-01-20,Aceita,1301.9,Segurança Do Trabalho,2025
12355919000187,Netz Telecom Ltda,Netz Telecom,Indústria,Arapiraca,Arapiraca,Combo Sst - Netz Telecom,4. Micro,Boleto - Dia 25,2025-01-17,Cancelada,1529.5200000000034,Segurança Do Trabalho,2025
26969453000114,Alepack Industria E Comercio Plasticos Ltda,Alepack,Indústria,Tabuleiro,Tabuleiro,Sst- Alepack Industria E Comercio De Plasticos Ltda,4. Micro,Boleto - Dia 25,2025-01-17,Aceita,1722.5999999999967,Segurança Do Trabalho,2025
32863295000116,M L Da Costa  Ltda,Multbox Esquadrias,Indústria,Arapiraca,Cambona,Saude E Seguranca No Trabalho - Multbox,4. Micro,Boleto - Dia 25,2025-01-17,Aceita,4632.480000000001,Segurança Do Trabalho,2025
43836290000110,Santos E Tenorio Telecom Ltda,St Telecom,Não Indústria,Arapiraca,Arapiraca,Combo Sst - St Telecom,4. Micro,Boleto - Dia 25,2025-01-17,Aceita,3278.0000000000073,Segurança Do Trabalho,2025
44086279000143,Sheylla Bispo Dos Santos  Ltda,Sheylla Bispo Dos Santos  Ltda,Não Indústria,Arapiraca,Arapiraca,Treinamentos - Sheylla Bispo,3. Pequeno,Boleto - Dia 25,2025-01-17,Aceita,200.0,Segurança Do Trabalho,2025
45099738000196,Laticinio Feitosa Ltda,Laticinio Feitosa,Indústria,Arapiraca,Arapiraca,Combo Sst - Laticinio Feitosa,4. Micro,Boleto - Dia 25,2025-01-17,Cancelada,4590.0000000000055,Segurança Do Trabalho,2025
10368560000157,L.A.F. Marketing E Servicos Ltda,L.A.F.,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - L.a.f. - Marketing E Servicos,4. Micro,Boleto - Dia 15,2025-01-16,Aceita,2496.0,Segurança Do Trabalho,2025
38732934000190,Plastic Pack Ltda,Plastic Pack,Indústria,Arapiraca,Arapiraca,Combo Sst - Plastic Pack,4. Micro,Boleto - Dia 25,2025-01-16,Aceita,2635.4399999999996,Segurança Do Trabalho,2025
5954139000198,Clinica De Cardiologia Avancada Ltda,Cardio,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Clinica Cardio,3. Pequeno,Boleto - Dia 15,2025-01-15,Aceita,3280.000000000006,Segurança Do Trabalho,2025
5954139000279,Clinica De Cardiologia Avancada Ltda,Cardio,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Clinica Cardio (filial),4. Micro,Boleto - Dia 15,2025-01-15,Aceita,3574.500000000007,Segurança Do Trabalho,2025
11460923000142,Eletromecanica De Alagoas Ltda,Alianca Motores & Geradores,Indústria,Tabuleiro,Tabuleiro,Sst- Eletromecanica De Alagoas Ltda,4. Micro,Boleto - Dia 25,2025-01-15,Aceita,3126.9599999999928,Segurança Do Trabalho,2025
19485388000196,Ultra Servicos De Transportes Ltda,Ultra Transportes,Não Indústria,Tabuleiro,Tabuleiro,Medicoes - Ultra Servico De Transporte Ltda,3. Pequeno,Boleto - Dia 15,2025-01-15,Aceita,497.62,Segurança Do Trabalho,2025
40648992000182,Bplast Industria De Embalagens Ltda,Bplast,Indústria,Tabuleiro,Tabuleiro,Sst - Bplast Industria De Embalagens Eireli,3. Pequeno,Boleto - Dia 5,2025-01-15,Cancelada,3747.5,Segurança Do Trabalho,2025
43802186000105,Aina Do Sacramento Moreira Ltda,Espaco Gourmet Vera Moreira,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Espaco Gourmet,4. Micro,Boleto - Dia 25,2025-01-15,Aceita,2079.4999999999995,Segurança Do Trabalho,2025
8441909000197,Elvio Omena De Lima,Padaria Petropolis,Indústria,Tabuleiro,Tabuleiro,Sst - Elvio Omena De Lima - Me,4. Micro,Boleto - Dia 25,2025-01-14,Aceita,1754.0000000000043,Segurança Do Trabalho,2025
11031356000109,Santorini Restaurante Ltda,Giraffas,Não Indústria,Tabuleiro,Tabuleiro,Sst - Giraffas,3. Pequeno,Boleto - Dia 20,2025-01-13,Aceita,997.4399999999994,Segurança Do Trabalho,2025
11483295000110,Codaco Confeccao E Dobra De Ferro E Aco Ltda,Codaco,Indústria,Tabuleiro,Tabuleiro,Sst - Codaco Confeccao E Dobra De Ferro E Aco Ltda,4. Micro,Boleto - Dia 20,2025-01-13,Cancelada,2927.499999999993,Segurança Do Trabalho,2025
36359686000310,"Le Mix Brasil Preparacao De Massa, Argamassa E Concreto Ltda",Le Mix Brasil,Indústria,Tabuleiro,Tabuleiro,"Educacao Corporativa - Teatro - Le Mix Brasil Preparacao De Massa, Argamassa E Concreto Ltda Massa",4. Micro,Boleto - Dia 25,2025-01-13,Aceita,1340.0,Segurança Do Trabalho,2025
41178237000144,Sorveteria Bali Ltda,Sorveteria Bali,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Sorveteria Bali (mangabeiras),4. Micro,Boleto - Dia 25,2025-01-13,Cancelada,3039.9999999999973,Segurança Do Trabalho,2025
41178237000144,Sorveteria Bali Ltda,Sorveteria Bali,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Sorveteria Bali (mangabeiras),4. Micro,Boleto - Dia 25,2025-01-13,Aceita,3039.999999999994,Segurança Do Trabalho,2025
42418771000143,Box Studio Empreendimento Imobiliario Spe Ltda,Box Studio,Indústria,Cambona,Cambona,Saude E Seguranca Na Industria - Programas Legais Box Studio - Telesil,4. Micro,Boleto - Dia 25,2025-01-13,Aceita,1640.0,Segurança Do Trabalho,2025
47886861000182,Estelar Industria De Aco Ltda,Estelar Industria De Aco,Indústria,Tabuleiro,Tabuleiro,Sst - Estelar Industria,4. Micro,Boleto - Dia 15,2025-01-13,Aceita,1524.9400000000023,Segurança Do Trabalho,2025
562968000101,Britex Mineracoes Ltda,Britex,Indústria,Tabuleiro,Tabuleiro,Educacao Corporativa - Teatro - Britex Mineracao Ltda - Rio Largo,3. Pequeno,Boleto - Dia 25,2025-01-10,Aceita,550.0,Segurança Do Trabalho,2025
7337342000140,S Grafica Ltda,S Grafica,Indústria,Tabuleiro,Tabuleiro,Sst - S Grafica Ltda,4. Micro,Boleto - Dia 25,2025-01-10,Cancelada,3747.5,Segurança Do Trabalho,2025
8284522000174,Almi Pereira Lima,Apoio Publicidade,Indústria,Arapiraca,Arapiraca,Combo Sst - Apoio Publicidade,4. Micro,Boleto - Dia 25,2025-01-10,Cancelada,2635.0000000000027,Segurança Do Trabalho,2025
10474868000187,Associacao Dos Proprietarios E/Ou Moradores Do Loteamento Residencial Aldeia Do Vale,Loteamento Residencial Aldeia Do Vale,Não Indústria,Tabuleiro,Tabuleiro,Sst - Associacao Dos Proprietarios E/ou Moradores Do Loteamento Residencial Aldeia Do Vale,4. Micro,Boleto - Dia 25,2025-01-10,Aceita,2552.4999999999986,Segurança Do Trabalho,2025
10629404000100,Laticinio Renascer Ltda,Laticinio Renascer,Indústria,Tabuleiro,Tabuleiro,Sst - Laticinio Renascer Ltda,3. Pequeno,Boleto - Dia 25,2025-01-10,Cancelada,5690.5,Segurança Do Trabalho,2025
10831030000101,Ibracon Incorporacoes E Construcoes Ltda,Ibracon,Indústria,Tabuleiro,Tabuleiro,Sst - Ppp - Ibracon Incorporacoes E Construcoes Ltda,4. Micro,Boleto - Dia 25,2025-01-10,Aceita,297.5,Segurança Do Trabalho,2025
10897687000163,Caoflex Industria E Comercio Ltda,Primespuma,Indústria,Tabuleiro,Tabuleiro,Sst - Ppp - Caoflex Industria E Comercio Ltda,3. Pequeno,Boleto - Dia 25,2025-01-10,Aceita,360.0,Segurança Do Trabalho,2025
15658194000194,Rp2 Comercio De Pecas E Servicos Ltda,Maxx Clima,Indústria,Tabuleiro,Tabuleiro,Sst - Rp2 Comercio De Pecas E Servicos Ltda,4. Micro,Boleto - Dia 25,2025-01-10,Cancelada,3127.499999999991,Segurança Do Trabalho,2025
17576754000197,Clinica Medica Integrada Souza Lima S/S Ltda,Clinica Medica Souza Lima,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Clinica Medica Souza Lima,4. Micro,Boleto - Dia 15,2025-01-10,Aceita,3060.7499999999955,Segurança Do Trabalho,2025
19485388000196,Ultra Servicos De Transportes Ltda,Ultra Transportes,Não Indústria,Tabuleiro,Tabuleiro,Sst - Laudos - Ultra Servicos De Transporte Ltda,3. Pequeno,Boleto - Dia 25,2025-01-10,Aceita,2475.0,Segurança Do Trabalho,2025
24194249000143,P C Assessoria Empresarial Ltda,Carvalho Assessoria,Não Indústria,Arapiraca,Arapiraca,Combo Em Sst - Supermercado Home Center,3. Pequeno,Boleto - Dia 25,2025-01-10,Cancelada,4132.499999999992,Segurança Do Trabalho,2025
32333202000141,Rafanet Ltda,Rafanet,Indústria,Arapiraca,Arapiraca,Combo Sst - Rafanet,4. Micro,Boleto - Dia 25,2025-01-10,Cancelada,3017.5000000000064,Segurança Do Trabalho,2025
4789378000177,Terral Corretora E Intermediacao De Negocios Ltda,Terral Corretora,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Terral Corretora,4. Micro,Boleto - Dia 25,2025-01-09,Aceita,1349.9999999999993,Segurança Do Trabalho,2025
8013954000140,Padrao Uniformes Industria E Comercio De Confeccoes De Roupas Ltda,Padrao Uniformes,Indústria,Tabuleiro,Tabuleiro,Sst - Padrao Uniformes Industria Comercio De Confeccoes De Roupas Ltda.,4. Micro,Boleto - Dia 25,2025-01-09,Cancelada,2081.2499999999964,Segurança Do Trabalho,2025
8014225000109,Albatroz Industria E Comercio De Confeccoes De Roupas Ltda,Albatroz Confeccoes,Indústria,Tabuleiro,Tabuleiro,Sst - Albatroz Industria E Comercio De Confeccoes De Roupas Ltda,4. Micro,Boleto - Dia 25,2025-01-09,Cancelada,2360.8799999999983,Segurança Do Trabalho,2025
12382822000163,4 Cores Comunicacao Visual Ltda,4 Cores Comunicacao Visual,Indústria,Arapiraca,Arapiraca,Combo Sst -  R M Nunes Junior,4. Micro,Boleto - Dia 25,2025-01-09,Cancelada,3017.5000000000064,Segurança Do Trabalho,2025
24726921000102,Jose Arnaldo Pinheiro De Souza Ltda,Interfacil Telecom E Tecnologia,Indústria,Arapiraca,Arapiraca,Combo Sst - Interfacil Telecom E Tecnologia,4. Micro,Boleto - Dia 25,2025-01-09,Cancelada,3017.5000000000064,Segurança Do Trabalho,2025
31720259000130,Oliveira Ramos Engenharia Ltda,Oliveira Ramos Engenharia,Indústria,Arapiraca,Arapiraca,Combo Sst - Oliveira Ramos Engenharia,4. Micro,Boleto - Dia 25,2025-01-09,Cancelada,3017.5000000000064,Segurança Do Trabalho,2025
33173705000160,A. P. Da Silva Perfuracoes De Pocos.,Hidro Aguas Perfuracoes,Indústria,Tabuleiro,Tabuleiro,Sst - A.p Da Silva Perfuracoes De Pocos,4. Micro,Boleto - Dia 25,2025-01-09,Aceita,1563.7499999999966,Segurança Do Trabalho,2025
35375005000183,Comercial Leticia Ltda,Prorede,Não Indústria,Tabuleiro,Tabuleiro,Sst - Comercial Leticia,4. Micro,Boleto - Dia 20,2025-01-09,Aceita,997.4399999999994,Segurança Do Trabalho,2025
46189709000188,R Q Regueira Moda Calcadista,Lepe Lepe Modas,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Lepe Lepe Modas,4. Micro,Boleto - Dia 25,2025-01-09,Cancelada,3372.500000000003,Segurança Do Trabalho,2025
32705707000190,Pchristian Estetica Automotiva Ltda,Front Car Estetica Automotiva,Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Front Car,4. Micro,Boleto - Dia 25,2025-01-08,Cancelada,4234.450000000007,Segurança Do Trabalho,2025
78391612000140,Ibq - Industrias Quimicas S/A,Ibq - Industrias Quimicas S/A,Indústria,Arapiraca,Arapiraca,Pcmso - Enaex Britanite,4. Micro,Boleto - Dia 25,2025-01-08,Aceita,225.0,Segurança Do Trabalho,2025
292156000193,Prorede Comercio E Servicos Ltda,Prorede,Não Indústria,Tabuleiro,Tabuleiro,Sst - Prorede,4. Micro,Boleto - Dia 20,2025-01-07,Aceita,664.8000000000001,Segurança Do Trabalho,2025
3965700000109,Cooperativa De Trabalho Dos Produtores Do Bonifacio Ltda,Cooperboni,Indústria,Arapiraca,Arapiraca,Combo Sst - Cooperboni,3. Pequeno,Boleto - Dia 25,2025-01-07,Aceita,5652.500000000006,Segurança Do Trabalho,2025
4454766000105,Elias Nunes De Oliveira,Jr Auto Pecas E Parafusos,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Jr Auto Pecas E Parafusos,4. Micro,Boleto - Dia 25,2025-01-07,Aceita,3017.5000000000105,Segurança Do Trabalho,2025
4735979000105,Omena E Lima Ltda,Panificacao Grao De Trigo,Indústria,Tabuleiro,Tabuleiro,Sst-omena E Lima Ltda,4. Micro,Boleto - Dia 25,2025-01-07,Aceita,1563.7499999999966,Segurança Do Trabalho,2025
5582326000198,Elo Engenharia Ltda,Elo Engenharia,Indústria,Tabuleiro,Cambona,Saude E Seguranca No Trabalho - Elo Engenharia,4. Micro,Boleto - Dia 25,2025-01-07,Aceita,4122.200000000004,Segurança Do Trabalho,2025
9601087000127,Loja Do Posto Comercio E Servicos Ltda,Loja Do Posto,Não Indústria,Cambona,Cambona,Saude E Seguranca - Loja Do Posto,4. Micro,Boleto - Dia 20,2025-01-07,Aceita,0.0,Segurança Do Trabalho,2025
9601087000127,Loja Do Posto Comercio E Servicos Ltda,Loja Do Posto,Não Indústria,Cambona,Cambona,Saude E Seguranca - Loja Do Posto,4. Micro,Boleto - Dia 25,2025-01-07,Aceita,1756.5600000000043,Segurança Do Trabalho,2025
19605528000112,Laticinio Novo Horizonte Ltda,Laticinio Novo Horizonte,Indústria,Tabuleiro,Tabuleiro,Sst - Laticinio Novo Horizonte Ltda,4. Micro,Boleto - Dia 25,2025-01-07,Cancelada,6840.000000000011,Segurança Do Trabalho,2025
24470023000128,Deniz & Cia Ltda,Crissil Modas,Indústria,Arapiraca,Arapiraca,Combo Em Sst - Crissil Modas,4. Micro,Boleto - Dia 25,2025-01-07,Cancelada,3527.499999999998,Segurança Do Trabalho,2025
27052087000105,I F De Lima Tecidos,Pietro Tecidos,Não Indústria,Tabuleiro,Tabuleiro,Sst - I F De Lima Tecidos,4. Micro,Boleto - Dia 20,2025-01-07,Aceita,2912.500000000001,Segurança Do Trabalho,2025
28591415000104,Fagundes & Lima Ltda,Fagundes Metal,Indústria,Arapiraca,Arapiraca,Combo Sst - Fagundes Metal,4. Micro,Boleto - Dia 25,2025-01-07,Cancelada,3017.5000000000064,Segurança Do Trabalho,2025
32279260000134,Gm Revendedora De Gas Ltda,G M Gas,Não Indústria,Arapiraca,Arapiraca,Combo Sst - G M Gas,4. Micro,Boleto - Dia 25,2025-01-07,Cancelada,3372.500000000003,Segurança Do Trabalho,2025
35375005000264,Comercial Leticia Ltda,Prorede,Indústria,Tabuleiro,Tabuleiro,Sst - Comercial Leticia,3. Pequeno,Boleto - Dia 20,2025-01-07,Aceita,892.5600000000004,Segurança Do Trabalho,2025
54430907000110,Sitges Empreendimento Imobiliario Spe Ltda,Sitges,Indústria,Cambona,Cambona,Saude E Seguranca - Sitges,3. Pequeno,Boleto - Dia 20,2025-01-07,Aceita,2314.12,Segurança Do Trabalho,2025
13055903000111,Yellow Kite Propaganda E Publicidade Ltda,Yellow Kite,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Yellow Kite,3. Pequeno,Boleto - Dia 15,2025-01-06,Aceita,2594.899999999996,Segurança Do Trabalho,2025
27973754000184,Ruth Lessa Da S Castro,Amendoim De Mae,Indústria,Tabuleiro,Tabuleiro,Sst- Ruth Lessa Da Silva,4. Micro,Boleto - Dia 25,2025-01-06,Cancelada,1564.0199999999982,Segurança Do Trabalho,2025
5925056000170,I. M. Da Silva Industria,Thiara - Temperos E Utilidades,Indústria,Tabuleiro,Tabuleiro,Sst - I. M. Da Silva Industria,4. Micro,Boleto - Dia 20,2025-01-03,Cancelada,1761.2500000000025,Segurança Do Trabalho,2025
9143357000101,Arafort Piscinas E Materiais De Construcao Ltda,Arafort,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Arafort,4. Micro,Boleto - Dia 25,2025-01-03,Cancelada,3017.5000000000064,Segurança Do Trabalho,2025
10415021000121,Marta Araujo Sampaio Padilha,Confeitaria Doce Sabor,Indústria,Arapiraca,Arapiraca,Combo Sst - Confeitaria Doce Sabor,4. Micro,Boleto - Dia 25,2025-01-03,Cancelada,2635.0000000000027,Segurança Do Trabalho,2025
12014510000105,Biotech Controle Biologico Ltda,Biotech,Indústria,Tabuleiro,Tabuleiro,Sst - Biotech Controle Biologico Ltda,3. Pequeno,Boleto - Dia 25,2025-01-03,Cancelada,2253.749999999994,Segurança Do Trabalho,2025
17270483000147,Aquaplus Ind E Com De Produtos Quimicos Ltda,Aquaquimica,Indústria,Tabuleiro,Tabuleiro,Sst - Aquaplus Ind E Com De Produtos Quimicos Ltda - Epp,4. Micro,Boleto - Dia 15,2025-01-03,Cancelada,2404.7999999999965,Segurança Do Trabalho,2025
17270483000147,Aquaplus Ind E Com De Produtos Quimicos Ltda,Aquaquimica,Indústria,Tabuleiro,Tabuleiro,Sst - Aquaplus Ind E Com De Produtos Quimicos Ltda - Epp,4. Micro,Boleto - Dia 25,2025-01-03,Cancelada,398.7499999999995,Segurança Do Trabalho,2025
29259315000130,Associacao Dos Proprietarios E/Ou Moradores Do Condominio Residencial San Lorenzo,Associacao Dos Proprietarios E/Ou Moradores Do Condominio Residencial San Lorenzo,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Associacao Dos Proprietarios E/ou Moradores Do Condominio Residencial San Lorenzo,4. Micro,Boleto - Dia 25,2025-01-03,Cancelada,3372.500000000003,Segurança Do Trabalho,2025
35734334000173,Condominio Conjunto Residencial Tabuleiro Do Martins I,Condominio Conjunto Residencial Tabuleiro Do Martins I,Não Indústria,Tabuleiro,Tabuleiro,Sst -  Condominio Residencial Tabuleiro Dos Martins I,4. Micro,Boleto - Dia 25,2025-01-03,Aceita,3163.999999999998,Segurança Do Trabalho,2025
40914875000113,Joyce Vidal M. Lins Ballet Artes & Cia Ltda,Ballet Joyce Vidal,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Joyce Vidal,4. Micro,Boleto - Dia 25,2025-01-03,Aceita,2945.0000000000086,Segurança Do Trabalho,2025
41653026000116,Anderson Jeronimo Silva Petiscaria E Pizzaria,Anderson Jeronimo Silva Petiscaria E Pizzaria,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Anderson Jeronimo Silva Petiscaria E Pizzaria,4. Micro,Boleto - Dia 25,2025-01-03,Cancelada,2945.000000000005,Segurança Do Trabalho,2025
45316850000131,Thermo Maceio Refrigeracao Ltda,Thermo Maceio Refrigeracao,Indústria,Tabuleiro,Tabuleiro,Sst - Thermo Maceio Refrigeracao Ltda,4. Micro,Boleto - Dia 25,2025-01-03,Aceita,1563.7499999999966,Segurança Do Trabalho,2025
46189709000188,R Q Regueira Moda Calcadista,Lepe Lepe Modas,Não Indústria,Arapiraca,Arapiraca,Combo Sst - Lepe Lepe Modas,4. Micro,Boleto - Dia 25,2025-01-03,Aceita,2945.0000000000086,Segurança Do Trabalho,2025
46847405000160,Maria Jose De Farias Magalhaes Ltda,,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Maria Jose De Farias,3. Pequeno,Boleto,2025-01-03,Aceita,3417.95,Segurança Do Trabalho,2025
47061066000155,Melo Construtora E Empreendimentos Ltda,Melo Construtora E Empreendimentos Ltda,Indústria,Arapiraca,Arapiraca,Como Sst - Melo Construtora E Empreendimentos Ltda,4. Micro,Boleto - Dia 25,2025-01-03,Cancelada,3739.999999999999,Segurança Do Trabalho,2025
33915480000170,Cs Lopes De Almeida H3 Energie,H3 Energie,Indústria,Tabuleiro,Tabuleiro,Sst - Cs Lopes De Almeida H3 Energie,4. Micro,Boleto - Dia 25,2024-12-26,Cancelada,3127.499999999991,Segurança Do Trabalho,2024
9350655000164,Alves E Siqueira Ltda,"Elo Comercio, Servicos E Manutencao",Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Alves E Siqueira,4. Micro,Boleto - Dia 25,2024-12-19,Aceita,3216.16,Segurança Do Trabalho,2024
22213186000108,Pysf Concretos E Argamassas Ltda,Pysf Concretos E Argamassas Ltda,Indústria,Tabuleiro,Tabuleiro,Sst - Pysf Concreto E Argamassas Eireli,3. Pequeno,Boleto - Dia 25,2024-12-19,Aceita,2202.5999999999985,Segurança Do Trabalho,2024
2688725000140,Agreste Engenharia Servicos E Locacoes Ltda,Agreste Engenharia,Indústria,Arapiraca,Arapiraca,Sst -  Agreste Engenharia,4. Micro,Boleto - Dia 25,2024-12-18,Cancelada,4497.40000000001,Segurança Do Trabalho,2024
3798361000202,Servico Nacional De Aprendizagem Industrial,Senai Dr Alagoas - Filial Arapiraca,Não Indústria,Arapiraca,Arapiraca,Palestra Senai -praticas Eficazes E Documentacao Na Prevencao De Multa Em Sst,4. Micro,Boleto - Dia 5,2024-12-18,Aceita,0.0,Segurança Do Trabalho,2024
5559112000109,Nova Harcos Corretora De Seguros Ltda,Harcos Corretora De Seguros,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Nova Harcos,3. Pequeno,Boleto - Dia 25,2024-12-18,Aceita,3026.3800000000065,Segurança Do Trabalho,2024
6371307000185,Harcos Comercio E Servicos Ltda,Harcos Telecom,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Harcos Comercio (185),4. Micro,Boleto - Dia 25,2024-12-18,Aceita,714.0799999999996,Segurança Do Trabalho,2024
20780676000152,Mirantes Do Jequia Empreendimentos Imobiliarios Ltda.,Mirantes Do Jequia Empreendimentos,Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Mirantes Do Jequia,4. Micro,Boleto - Dia 25,2024-12-18,Aceita,1575.8800000000026,Segurança Do Trabalho,2024
26430205000109,Gm Prestadora De Servicos Administrativos A Empresas Ltda,Gm Prestadora De Servicos Administrativos A Empresas Ltda,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Gm Prestadora,3. Pequeno,Boleto - Dia 25,2024-12-18,Aceita,714.0799999999996,Segurança Do Trabalho,2024
35167946000121,Ac Prestadora De Servicos Administrativos A Empresas Ltda,Ac Prestadora De Servicos Administrativos A Empresas Ltda,Não Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho -ac Prestadora,4. Micro,Boleto - Dia 25,2024-12-18,Aceita,714.0799999999996,Segurança Do Trabalho,2024
35189044000196,Harcos Empreendimentos Imobiliarios Ltda,Harcos Empreendimentos Imobiliarios Ltda,Indústria,Cambona,Cambona,Saude E Seguranca No Trabalho - Harcos Empreendimentos,4. Micro,Boleto - Dia 25,2024-12-18,Aceita,3026.3800000000065,Segurança Do Trabalho,2024
